ts_ms,file_type,uri,latency_ms,status,bytes_received
3371295.569972,small,/small/small_04.html,2.6275909999640135,200,10332
3371305.839776,small,/small/small_24.html,0.5261309997877106,200,10332
3371316.15328,small,/small/small_48.html,0.444479999714531,200,10332
3371326.300267,small,/small/small_20.html,0.4661760003727977,200,10332
3371336.639018,small,/small/small_14.html,0.5074730001979333,200,10332
3371346.9880870003,small,/small/small_38.html,0.47483799971814733,200,10332
3371357.166925,small,/small/small_28.html,0.46318300019265735,200,10332
3371367.292676,small,/small/small_47.html,0.5664749996867613,200,10332
3371377.6362909996,small,/small/small_33.html,0.4025329999421956,200,10332
3371387.8435440003,small,/small/small_35.html,0.5648880000990175,200,10332
3371398.173961,small,/small/small_33.html,0.4440299999259878,200,10332
3371408.29994,small,/small/small_03.html,0.46440200003416976,200,10332
3371418.621138,small,/small/small_24.html,0.4847700001846533,200,10332
3371428.9652839997,small,/small/small_21.html,0.43375199993533897,200,10332
3371439.16618,small,/small/small_28.html,0.4508040001383051,200,10332
3371449.29254,small,/small/small_34.html,0.41825800008155056,200,10332
3371459.6249679998,small,/small/small_12.html,0.4419769998094125,200,10332
3371469.9656309998,small,/small/small_02.html,0.4581959997267404,200,10332
3371480.1617819997,small,/small/small_12.html,0.43613000025288784,200,10332
3371490.290434,small,/small/small_33.html,0.46138899961079005,200,10332
3371500.550548,small,/small/small_33.html,0.44364700033838744,200,10332
3371505.7265999997,small,/small/small_12.html,0.4677370002355019,200,10332
3371516.072505,small,/small/small_29.html,0.43720999974539154,200,10332
3371526.2245650003,small,/small/small_48.html,0.46529400015060673,200,10332
3371536.356282,small,/small/small_49.html,0.47345900020445697,200,10332
3371546.683431,small,/small/small_38.html,0.46801200005575083,200,10332
3371557.044929,small,/small/small_29.html,0.47834999986662297,200,10332
3371567.241404,small,/small/small_49.html,0.5078079998384055,200,10332
3371577.482581,small,/small/small_48.html,0.4525599997577956,200,10332
3371587.830338,small,/small/small_34.html,0.5153629999767873,200,10332
3371598.070419,small,/small/small_18.html,0.38717000006727176,200,10332
3371608.237706,small,/small/small_33.html,0.43491499991432647,200,10332
3371618.465671,small,/small/small_23.html,0.4314970001360052,200,10332
3371628.811255,small,/small/small_30.html,0.42796299976544105,200,10332
3371639.010767,small,/small/small_30.html,0.4892829997515946,200,10332
3371649.230334,small,/small/small_47.html,0.4158510000706883,200,10332
3371659.464407,small,/small/small_47.html,0.4558579998956702,200,10332
3371669.8028679998,small,/small/small_43.html,0.4234019997966243,200,10332
3371679.963402,small,/small/small_21.html,0.42481599984967033,200,10332
3371690.176504,small,/small/small_11.html,0.45893600008639623,200,10332
3371700.298328,small,/small/small_40.html,0.4128720001972397,200,10332
3371710.591116,small,/small/small_31.html,0.4363429998193169,200,10332
3371715.762295,small,/small/small_46.html,0.38463800001409254,200,10332
3371726.052218,small,/small/small_36.html,0.4852400002164359,200,10332
3371736.22585,small,/small/small_42.html,0.4514890001701133,200,10332
3371746.5185729996,small,/small/small_27.html,0.39776099993105163,200,10332
3371756.859116,small,/small/small_14.html,0.4409729999679257,200,10332
3371767.166982,small,/small/small_24.html,0.6764780000594328,200,10332
3371777.2893689997,small,/small/small_40.html,0.42069600021932274,200,10332
3371787.5258119996,small,/small/small_22.html,0.43463200017868076,200,10332
3371797.860918,small,/small/small_13.html,0.42148700003963313,200,10332
3371808.170028,small,/small/small_07.html,0.43562100017879857,200,10332
3371818.318533,small,/small/small_42.html,0.43600800017884467,200,10332
3371828.655617,small,/small/small_38.html,0.3828939998129499,200,10332
3371838.89331,small,/small/small_07.html,0.48006399993028026,200,10332
3371849.131333,small,/small/small_09.html,0.45274000012796023,200,10332
3371859.2735510003,small,/small/small_16.html,0.4676519997701689,200,10332
3371869.509019,small,/small/small_04.html,0.43084099979751045,200,10332
3371879.824048,small,/small/small_46.html,0.4487750002226676,200,10332
3371890.1225260003,small,/small/small_04.html,0.5201049998504459,200,10332
3371900.254213,small,/small/small_12.html,0.4123999997318606,200,10332
3371910.483784,small,/small/small_02.html,0.4352269997980329,200,10332
3371915.656421,small,/small/small_05.html,0.43314000004102127,200,10332
3371925.923913,small,/small/small_47.html,0.4452279999895836,200,10332
3371936.158764,small,/small/small_24.html,0.4457330001059745,200,10332
3371946.291496,small,/small/small_11.html,0.40780000017548446,200,10332
3371956.623873,small,/small/small_34.html,0.4732499996862316,200,10332
3371966.960442,small,/small/small_25.html,0.46396300012929714,200,10332
3371977.165631,small,/small/small_16.html,0.4302510001252813,200,10332
3371987.302474,small,/small/small_03.html,0.42065599973284407,200,10332
3371997.628348,small,/small/small_40.html,0.45319299988477724,200,10332
3372007.971196,small,/small/small_48.html,0.41806499984886614,200,10332
3372018.2057709997,small,/small/small_22.html,0.43293399994581705,200,10332
3372028.435405,small,/small/small_20.html,0.40167099996324396,200,10332
3372038.776117,small,/small/small_50.html,0.4289329999664915,200,10332
3372049.106765,small,/small/small_03.html,0.41360600016560056,200,10332
3372059.226117,small,/small/small_49.html,0.43430400000943337,200,10332
3372069.459466,small,/small/small_40.html,0.4147679997004161,200,10332
3372079.795226,small,/small/small_31.html,0.408041000355297,200,10332
3372090.026101,small,/small/small_06.html,0.4030860000057146,200,10332
3372100.231119,small,/small/small_21.html,0.39448600000469014,200,10332
3372110.463172,small,/small/small_02.html,0.40949800040834816,200,10332
3372115.638492,small,/small/small_09.html,0.4008079999948677,200,10332
3372125.952895,small,/small/small_50.html,0.4448029999366554,200,10332
3372136.0861150003,small,/small/small_33.html,0.43730700008381973,200,10332
3372146.228165,small,/small/small_22.html,0.4166839999015792,200,10332
3372156.355899,small,/small/small_39.html,0.4127580000385933,200,10332
3372166.6916839997,small,/small/small_42.html,0.40936799996416084,200,10332
3372177.034506,small,/small/small_36.html,0.40219300035460037,200,10332
3372187.2276979997,small,/small/small_43.html,0.41822699995464063,200,10332
3372197.3628599998,small,/small/small_03.html,0.4031059997942066,200,10332
3372207.668767,small,/small/small_11.html,0.3988640000898158,200,10332
3372218.031808,small,/small/small_41.html,0.4174669998064928,200,10332
3372228.229968,small,/small/small_46.html,0.4014189998997608,200,10332
3372238.4600710003,small,/small/small_16.html,0.3950269997403666,200,10332
3372248.799996,small,/small/small_29.html,0.40476499998476356,200,10332
3372259.109954,small,/small/small_06.html,0.4434530001162784,200,10332
