ts_ms,file_type,uri,latency_ms,status,bytes_received
9110818.489814999,small,/small/small_35.html,2.4696159998711664,200,10332
9110828.65952,small,/small/small_08.html,0.428557001214358,200,10332
9110838.996189,small,/small/small_15.html,0.4873319994658232,200,10332
9110849.237719,small,/small/small_15.html,0.4654580006899778,200,10332
9110859.463237,small,/small/small_01.html,0.4354720003902912,200,10332
9110869.734726,small,/small/small_50.html,0.5163650002941722,200,10332
9110880.059956,small,/small/small_20.html,0.4666189997806214,200,10332
9110890.226402,small,/small/small_25.html,0.4319769996072864,200,10332
9110900.465132,small,/small/small_50.html,0.4632950003724545,200,10332
9110910.717595,small,/small/small_21.html,0.43350700070732273,200,10332
9110921.005823,small,/small/small_22.html,0.512636999701499,200,10332
9110931.231135,small,/small/small_40.html,0.4581829998642206,200,10332
9110941.483803999,small,/small/small_33.html,0.44558100125868805,200,10332
9110951.816712001,small,/small/small_07.html,0.4647109999496024,200,10332
9110962.137637,small,/small/small_21.html,0.4428789998200955,200,10332
9110972.38824,small,/small/small_41.html,0.447509000878199,200,10332
9110982.606505001,small,/small/small_19.html,0.5184250003367197,200,10332
9110992.950273,small,/small/small_25.html,0.4325340014474932,200,10332
9111003.170021,small,/small/small_31.html,0.45901200064690784,200,10332
9111013.297175001,small,/small/small_13.html,0.447567999799503,200,10332
9111023.632980999,small,/small/small_48.html,0.4075209999427898,200,10332
9111028.794337,small,/small/small_04.html,0.4986320000170963,200,10332
9111039.057478,small,/small/small_44.html,0.5079739985376364,200,10332
9111049.225497,small,/small/small_03.html,0.4759009989356855,200,10332
9111059.461396,small,/small/small_45.html,0.42718999975477345,200,10332
9111069.651432,small,/small/small_42.html,0.48095899910549633,200,10332
9111079.911844999,small,/small/small_24.html,0.4487140013225144,200,10332
9111090.164337,small,/small/small_41.html,0.42385900087538175,200,10332
9111100.290004,small,/small/small_35.html,0.4589239997585537,200,10332
9111110.630489,small,/small/small_31.html,0.418227000409388,200,10332
9111120.898355,small,/small/small_48.html,0.45234000026539434,200,10332
9111131.093417,small,/small/small_23.html,0.4409869998198701,200,10332
9111141.229969,small,/small/small_48.html,0.4134420014452189,200,10332
9111151.475708,small,/small/small_11.html,0.4239529989717994,200,10332
9111161.813488,small,/small/small_01.html,0.40817700028128456,200,10332
9111172.160349,small,/small/small_39.html,0.43322800047462806,200,10332
9111182.275642,small,/small/small_35.html,0.4633289991033962,200,10332
9111192.632452002,small,/small/small_23.html,0.4475759997148998,200,10332
9111202.877447,small,/small/small_26.html,0.46436899901891593,200,10332
9111213.173361,small,/small/small_22.html,0.4417550007929094,200,10332
9111223.281874,small,/small/small_15.html,0.41542600047250744,200,10332
9111233.621240001,small,/small/small_04.html,0.4723049987660488,200,10332
9111238.795456,small,/small/small_49.html,0.44086199886805844,200,10332
9111249.09074,small,/small/small_40.html,0.42701199890871067,200,10332
9111259.248379,small,/small/small_10.html,0.40951000119093806,200,10332
9111269.481455,small,/small/small_42.html,0.447225000243634,200,10332
9111279.718760999,small,/small/small_01.html,0.5785169996670447,200,10332
9111289.831264999,small,/small/small_19.html,0.5020349999540485,200,10332
9111300.106509,small,/small/small_05.html,0.4475620007724501,200,10332
9111310.235084,small,/small/small_01.html,0.4026459992019227,200,10332
9111320.470152,small,/small/small_12.html,0.4533749997790437,200,10332
9111330.758081,small,/small/small_41.html,0.49296600082016084,200,10332
9111341.115565,small,/small/small_04.html,0.4176160000497475,200,10332
9111351.236433,small,/small/small_17.html,0.43426299998827744,200,10332
9111361.468634998,small,/small/small_33.html,0.40963799983728677,200,10332
9111371.742649,small,/small/small_39.html,0.4752200002258178,200,10332
9111381.993779,small,/small/small_32.html,0.4606689999491209,200,10332
9111392.227921,small,/small/small_32.html,0.41852399954223074,200,10332
9111402.456,small,/small/small_26.html,0.43306800034770276,200,10332
9111412.688246,small,/small/small_29.html,0.4231490001984639,200,10332
9111422.95493,small,/small/small_17.html,0.4305519996705698,200,10332
9111433.163507,small,/small/small_09.html,0.4345920006016968,200,10332
9111443.289519,small,/small/small_05.html,0.40826199983712286,200,10332
9111453.558627,small,/small/small_26.html,0.4208629998174729,200,10332
9111458.723522998,small,/small/small_29.html,0.4046689991810126,200,10332
9111469.026337,small,/small/small_37.html,0.4294800000934629,200,10332
9111479.157336,small,/small/small_18.html,0.5063179996795952,200,10332
9111489.291003,small,/small/small_33.html,0.4277460011508083,200,10332
9111499.628001,small,/small/small_16.html,0.46481499884976074,200,10332
9111509.967269,small,/small/small_15.html,0.44431499918573536,200,10332
9111520.174003001,small,/small/small_05.html,0.4996210009267088,200,10332
9111530.307614,small,/small/small_27.html,0.6416230007744161,200,10332
9111540.689077,small,/small/small_29.html,0.5731540004489943,200,10332
9111551.061078,small,/small/small_15.html,0.444725001216284,200,10332
9111561.339217,small,/small/small_24.html,0.4133709990128409,200,10332
9111571.678767001,small,/small/small_21.html,0.42519800081208814,200,10332
9111581.945158,small,/small/small_32.html,0.4928760008624522,200,10332
9111592.157828,small,/small/small_01.html,0.39982499947655015,200,10332
9111602.284413,small,/small/small_26.html,0.3958140005124733,200,10332
9111612.615948,small,/small/small_44.html,0.40300399996340275,200,10332
9111622.956450999,small,/small/small_26.html,0.4141160006838618,200,10332
9111633.170921002,small,/small/small_41.html,0.4366100001789164,200,10332
9111643.299864,small,/small/small_44.html,0.4034249996038852,200,10332
