ts_ms,file_type,uri,latency_ms,status,bytes_received
18098245.279014003,small,/small/small_28.html,2.475459001288982,200,10332
18098247.994988,small,/small/small_07.html,0.46772499990765937,200,10332
18098250.156232,small,/small/small_45.html,0.43240100058028474,200,10332
18098252.400163002,small,/small/small_03.html,0.4302540000935551,200,10332
18098253.573527,small,/small/small_11.html,0.5046969999966677,200,10332
18098255.836243,small,/small/small_21.html,0.5167659983271733,200,10332
18098258.192523,small,/small/small_22.html,0.42169299922534265,200,10332
18098260.308493998,small,/small/small_20.html,0.43292799819028005,200,10332
18098261.481039,small,/small/small_49.html,0.416914997913409,200,10332
18098263.824231,small,/small/small_15.html,0.44933199751540087,200,10332
18098266.161061,large,/large/large_03.html,1.076208001904888,200,512093
18098267.607807,small,/small/small_10.html,0.45008300003246404,200,10332
18098269.780249,small,/small/small_16.html,0.491683000291232,200,10332
18098272.128564,small,/small/small_24.html,0.4369180023786612,200,10332
18098274.261154998,small,/small/small_44.html,0.42640799802029505,200,10332
18098275.335123,large,/large/large_20.html,0.9626319988456089,200,512093
18098277.8639,small,/small/small_10.html,0.44405700100469403,200,10332
18098280.093696002,small,/small/small_17.html,0.415881000662921,200,10332
18098282.234191,small,/small/small_09.html,0.4135669987590518,200,10332
18098283.336451,large,/large/large_03.html,0.9310259993071668,200,512093
18098285.834875003,small,/small/small_26.html,0.420500997279305,200,10332
18098288.140255,small,/small/small_12.html,0.42648100134101696,200,10332
18098290.273921,small,/small/small_27.html,0.3905970006599091,200,10332
18098291.443079002,small,/small/small_41.html,0.40144399827113375,200,10332
18098293.781227,small,/small/small_28.html,0.4087089982931502,200,10332
18098296.055877,small,/small/small_45.html,0.4159519994573202,200,10332
18098298.228906,small,/small/small_24.html,0.4124869992665481,200,10332
18098299.300792,small,/small/small_34.html,0.43113700303365476,200,10332
18098301.571733,small,/small/small_16.html,0.4461329990590457,200,10332
18098303.906985,small,/small/small_02.html,0.4363129992270842,200,10332
18098306.173055,small,/small/small_28.html,0.4118879987800028,200,10332
18098308.295674,large,/large/large_08.html,0.9305120001954492,200,512093
18098309.616986,small,/small/small_05.html,0.4108659995836206,200,10332
18098311.950728,small,/small/small_48.html,0.42357300117146224,200,10332
18098314.168674,large,/large/large_19.html,0.8647650029161014,200,512093
18098315.39745,large,/large/large_19.html,0.8874140003172215,200,512093
18098317.851637,large,/large/large_08.html,0.9597839998605195,200,512093
18098320.261421,small,/small/small_44.html,0.440897998487344,200,10332
18098321.330953002,small,/small/small_43.html,0.43655299668898806,200,10332
18098323.661694,small,/small/small_39.html,0.4556380008580163,200,10332
18098325.925731998,small,/small/small_35.html,0.4180629985057749,200,10332
18098328.174046002,small,/small/small_01.html,0.4119829973205924,200,10332
18098330.298012,small,/small/small_09.html,0.41965499985963106,200,10332
18098331.467442,large,/large/large_19.html,0.8793339984549675,200,512093
18098333.890431,small,/small/small_47.html,0.4834549981751479,200,10332
18098336.131442,small,/small/small_03.html,0.43564899897319265,200,10332
18098338.231114,small,/small/small_17.html,0.4285870018065907,200,10332
18098339.300137,small,/small/small_02.html,0.4202029995212797,200,10332
18098341.636481,small,/small/small_30.html,0.3819919984380249,200,10332
18098343.975094,small,/small/small_43.html,0.41840299672912806,200,10332
18098346.172056,large,/large/large_10.html,0.8672199983266182,200,512093
18098347.409037,small,/small/small_27.html,0.40979600089485757,200,10332
18098349.672728,small,/small/small_34.html,0.4228809993946925,200,10332
18098351.999482002,small,/small/small_16.html,0.42047500028274953,200,10332
18098354.163808998,small,/small/small_07.html,0.4080030012119096,200,10332
18098356.298124,small,/small/small_05.html,0.4197189991828054,200,10332
18098357.464492,small,/small/small_29.html,0.4178400013188366,200,10332
18098359.801994,small,/small/small_19.html,0.41101299939327873,200,10332
18098362.121847,small,/small/small_01.html,0.4051300020364579,200,10332
18098364.33031,small,/small/small_17.html,0.44195399823365733,200,10332
18098365.502582002,large,/large/large_16.html,0.8894710008462425,200,512093
18098367.961537,small,/small/small_12.html,0.5320869968272746,200,10332
18098370.190112,small,/small/small_37.html,0.411075001466088,200,10332
18098372.346233997,small,/small/small_38.html,0.43044800258940086,200,10332
18098373.432518,small,/small/small_40.html,0.40589700074633583,200,10332
18098375.572629,small,/small/small_11.html,0.4364929991425015,200,10332
18098377.719267998,small,/small/small_37.html,0.3879449977830518,200,10332
18098379.873593,small,/small/small_16.html,0.4318489991419483,200,10332
18098382.055969,small,/small/small_20.html,0.38754499837523326,200,10332
18098384.18068,small,/small/small_12.html,0.4299729989725165,200,10332
18098386.306034002,large,/large/large_04.html,0.8442069993179757,200,512093
18098387.522344,small,/small/small_28.html,0.40224199983640574,200,10332
18098389.834546,small,/small/small_33.html,0.4081369988853112,200,10332
18098392.056793,small,/small/small_41.html,0.4018699983134866,200,10332
18098394.208898,small,/small/small_41.html,0.40285000068251975,200,10332
18098395.402913,small,/small/small_38.html,0.40190999789047055,200,10332
18098397.743604,small,/small/small_07.html,0.39858299714978784,200,10332
18098399.98309,small,/small/small_36.html,0.48283100113621913,200,10332
18098402.234049,small,/small/small_17.html,0.403603000449948,200,10332
18098403.403198,small,/small/small_50.html,0.39949900019564666,200,10332
18098405.741284,small,/small/small_03.html,0.40246099888463505,200,10332
18098408.067729,small,/small/small_41.html,0.39120599831221625,200,10332
18098410.233452998,small,/small/small_21.html,0.4046479989483487,200,10332
18098411.302925,small,/small/small_18.html,0.39108400233089924,200,10332
18098413.642022997,small,/small/small_28.html,0.44510099905892275,200,10332
18098415.982164,small,/small/small_28.html,0.4279829990991857,200,10332
18098418.103093002,small,/small/small_44.html,0.40718599848332815,200,10332
18098420.22515,small,/small/small_29.html,0.395941999158822,200,10332
18098421.294037003,small,/small/small_38.html,0.39494600059697405,200,10332
18098423.608089,large,/large/large_12.html,0.9541459985484835,200,512093
18098426.048130002,small,/small/small_09.html,0.4015300000901334,200,10332
18098428.327718,large,/large/large_15.html,0.8998080011224374,200,512093
18098429.610194,small,/small/small_17.html,0.41082100142375566,200,10332
18098431.950261,small,/small/small_15.html,0.42902199857053347,200,10332
18098434.17532,large,/large/large_04.html,0.9474479993514251,200,512093
18098435.494822,large,/large/large_12.html,0.9075130001292564,200,512093
18098437.860095,large,/large/large_20.html,0.8889399978215806,200,512093
18098440.183899,small,/small/small_18.html,0.4111050002393313,200,10332
18098442.30435,small,/small/small_34.html,0.4032810029457323,200,10332
18098443.471295,small,/small/small_03.html,0.3904149998561479,200,10332
18098445.75176,small,/small/small_33.html,0.38478499845950864,200,10332
18098448.075062,small,/small/small_50.html,0.3975830004492309,200,10332
18098450.22507,large,/large/large_04.html,0.9078340008272789,200,512093
18098451.525757,small,/small/small_03.html,0.40174400055548176,200,10332
18098453.778094,small,/small/small_19.html,0.4112130009161774,200,10332
18098456.108526,large,/large/large_03.html,0.8893650010577403,200,512093
18098457.386654,small,/small/small_35.html,0.40925899884314276,200,10332
18098459.664369,small,/small/small_42.html,0.435673999163555,200,10332
18098461.999257002,small,/small/small_16.html,0.4082929990545381,200,10332
18098464.232787,small,/small/small_12.html,0.3926030003640335,200,10332
18098465.373799,large,/large/large_06.html,0.9062600001925603,200,512093
18098467.938172,small,/small/small_42.html,0.46505999853252433,200,10332
18098470.170211,large,/large/large_14.html,0.9167059979517944,200,512093
18098471.458011,small,/small/small_49.html,0.3979319990321528,200,10332
18098473.715599,small,/small/small_19.html,0.4036409991385881,200,10332
18098475.952788003,small,/small/small_28.html,0.40874999831430614,200,10332
18098478.179658,small,/small/small_41.html,0.39485500019509345,200,10332
18098480.328442,small,/small/small_42.html,0.3995510014647152,200,10332
18098481.474932,small,/small/small_46.html,0.4152250003244262,200,10332
18098483.709089,small,/small/small_30.html,0.43063799967058003,200,10332
18098486.038166,small,/small/small_17.html,0.4155209971941076,200,10332
18098488.231713,small,/small/small_18.html,0.3956030013796408,200,10332
18098489.301450003,large,/large/large_01.html,0.8734860020922497,200,512093
18098491.707357,large,/large/large_19.html,0.9002219994727056,200,512093
18098494.104487,small,/small/small_42.html,0.4173800007265527,200,10332
18098496.232629,small,/small/small_18.html,0.4038799997942988,200,10332
18098497.301509,small,/small/small_49.html,0.4053569973621052,200,10332
18098499.62371,small,/small/small_04.html,0.47852200077613816,200,10332
18098501.875426,small,/small/small_21.html,0.411264001741074,200,10332
18098504.128840998,small,/small/small_06.html,0.3973849998146761,200,10332
18098506.261121,small,/small/small_42.html,0.4071160001331009,200,10332
18098507.331936,large,/large/large_13.html,0.8693919990037102,200,512093
18098509.737427,small,/small/small_29.html,0.40089500180329196,200,10332
18098512.068337,small,/small/small_19.html,0.39027399907354265,200,10332
18098514.229191,small,/small/small_37.html,0.40149699998437427,200,10332
18098515.300199002,small,/small/small_19.html,0.39131499943323433,200,10332
18098517.530671,small,/small/small_26.html,0.44282800081418827,200,10332
18098519.757727,small,/small/small_45.html,0.4196699992462527,200,10332
18098521.991606,small,/small/small_06.html,0.4163769990555011,200,10332
18098524.235889,large,/large/large_01.html,0.8729220025998075,200,512093
18098525.453114003,small,/small/small_18.html,0.4045080022478942,200,10332
18098527.794229,small,/small/small_11.html,0.4041270003654063,200,10332
18098530.116863,small,/small/small_43.html,0.3964400020777248,200,10332
18098532.23427,small,/small/small_17.html,0.38247300108196214,200,10332
18098533.293011997,small,/small/small_33.html,0.4415219991642516,200,10332
18098535.64801,large,/large/large_11.html,0.9050609987752978,200,512093
18098538.100034,large,/large/large_09.html,0.8580319990869612,200,512093
18098539.33103,small,/small/small_21.html,0.4004080001323018,200,10332
18098541.667356,small,/small/small_07.html,0.440250998508418,200,10332
18098544.010646,small,/small/small_02.html,0.39737999759381637,200,10332
18098546.234371997,small,/small/small_10.html,0.40655599877936766,200,10332
18098547.302124,large,/large/large_11.html,0.879660998180043,200,512093
18098549.690674,large,/large/large_12.html,0.9347090017399751,200,512093
18098552.187176,small,/small/small_39.html,0.4207070014672354,200,10332
18098554.334133003,large,/large/large_05.html,0.8918489984353073,200,512093
18098555.596442,small,/small/small_38.html,0.3951170001528226,200,10332
18098557.94357,small,/small/small_35.html,0.40425000042887405,200,10332
18098560.174517,large,/large/large_02.html,0.8930059993872419,200,512093
18098561.444284998,small,/small/small_17.html,0.392284997360548,200,10332
18098563.778093003,small,/small/small_36.html,0.4023569999844767,200,10332
18098566.116731,large,/large/large_02.html,0.956488998781424,200,512093
18098567.444018003,small,/small/small_17.html,0.4343940017861314,200,10332
18098569.713962,large,/large/large_06.html,0.9171780002361629,200,512093
18098572.095911,small,/small/small_03.html,0.4012479985249229,200,10332
18098574.230738,small,/small/small_19.html,0.4005070004495792,200,10332
18098575.30334,small,/small/small_08.html,0.3972080012317747,200,10332
18098577.634894002,small,/small/small_25.html,0.40455199996358715,200,10332
18098579.974585,small,/small/small_10.html,0.41347899968968704,200,10332
18098582.207183,small,/small/small_22.html,0.3909939987352118,200,10332
18098584.441321,large,/large/large_20.html,0.9659459974500351,200,512093
18098585.805243,small,/small/small_03.html,0.44193600115249865,200,10332
18098588.109354,small,/small/small_45.html,0.40432300011161715,200,10332
18098590.243017,small,/small/small_11.html,0.41765099740587175,200,10332
18098591.410944,large,/large/large_20.html,0.8865609997883439,200,512093
18098593.842594,small,/small/small_40.html,0.41023900121217594,200,10332
18098596.183119,small,/small/small_31.html,0.40064199856715277,200,10332
18098598.306298003,large,/large/large_04.html,0.9007140033645555,200,512093
18098599.586345002,small,/small/small_32.html,0.43200800064369105,200,10332
18098601.845639,small,/small/small_27.html,0.42880499677266926,200,10332
18098604.11683,small,/small/small_27.html,0.4070940012752544,200,10332
18098606.234374,small,/small/small_40.html,0.3910670020559337,200,10332
18098607.303475,small,/small/small_46.html,0.4002030000265222,200,10332
18098609.638127,small,/small/small_08.html,0.4001479974249378,200,10332
18098611.980779998,small,/small/small_49.html,0.4037929975311272,200,10332
18098614.182934,small,/small/small_27.html,0.39454499710700475,200,10332
18098616.328632,small,/small/small_34.html,0.4126509993511718,200,10332
18098617.495173,small,/small/small_36.html,0.41101299939327873,200,10332
18098619.755138,small,/small/small_17.html,0.4381159997137729,200,10332
18098622.073967,small,/small/small_04.html,0.39679399924352765,200,10332
